Alias	AvgSpotLen	BioSample	Experiment	INSDC_first_public	INSDC_last_update	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	SRA_accession	Sample_Name	collection_date	environment_biome	environment_feature	environment_material	geographic_location_country_and_or_sea	geographic_location_latitude	geographic_location_longitude	project_name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_checklist	INSDC_center_name	INSDC_status	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	Organism	Platform	SRA_Study	Title	geographic_location_depth	geographic_location_elevation	investigation_type	sequencing_method	soil_environmental_package
S169	491	SAMEA103892541	ERX1933824	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	31	21	2018-07-04	ERR1873299	ERS1581709	ERS1581709	SAMEA103892541 ERS1581709	2014/2015	Southern_temperate_forests	-	soil	New Zealand	-42.7641762	171.6870428	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S171	492	SAMEA103892542	ERX1933825	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	7	5	2018-07-04	ERR1873300	ERS1581710	ERS1581710	SAMEA103892542 ERS1581710	2014/2015	Southern_temperate_forests	-	soil	New Zealand	-42.30237935	172.1041386	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S174	492	SAMEA103892543	ERX1933826	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	76	49	2018-07-04	ERR1873301	ERS1581711	ERS1581711	SAMEA103892543 ERS1581711	2014/2015	Moist_tropical_forests	-	soil	Australia	-17.02313	145.59963	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S177	492	SAMEA103892544	ERX1933827	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	66	43	2018-07-04	ERR1873302	ERS1581712	ERS1581712	SAMEA103892544 ERS1581712	2014/2015	Moist_tropical_forests	-	soil	Australia	-17.01765	145.58442	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S017	489	SAMEA103892545	ERX1933776	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-20	0	0	2018-07-04	ERR1873251	ERS1581713	ERS1581713	SAMEA103892545 ERS1581713	2014/2015	Savannas	-	soil	Benin	9.2641	2.18613	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S181	492	SAMEA103892546	ERX1933828	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	45	29	2018-07-04	ERR1873303	ERS1581714	ERS1581714	SAMEA103892546 ERS1581714	2014/2015	Southern_temperate_forests	-	soil	Australia	-42.833	146.367	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S186	492	SAMEA103892547	ERX1933829	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	52	33	2018-07-04	ERR1873304	ERS1581715	ERS1581715	SAMEA103892547 ERS1581715	2014/2015	Southern_temperate_forests	-	soil	Australia	-43.093	146.65	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S187	491	SAMEA103892548	ERX1933830	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	141	91	2018-07-04	ERR1873305	ERS1581716	ERS1581716	SAMEA103892548 ERS1581716	2014/2015	Temperate_deciduous_forests	-	soil	China	39.95724	115.42452	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S188	491	SAMEA103892549	ERX1933831	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	96	62	2018-07-04	ERR1873306	ERS1581717	ERS1581717	SAMEA103892549 ERS1581717	2014/2015	Temperate_deciduous_forests	-	soil	China	42.38407	128.09348	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S190	491	SAMEA103892550	ERX1933832	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	72	46	2018-07-04	ERR1873307	ERS1581718	ERS1581718	SAMEA103892550 ERS1581718	2014/2015	Savannas	-	soil	Democratic Republic of the Congo	-11.4795	27.6624	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S193	491	SAMEA103892551	ERX1933833	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	72	46	2018-07-04	ERR1873308	ERS1581719	ERS1581719	SAMEA103892551 ERS1581719	2014/2015	Savannas	-	soil	Democratic Republic of the Congo	-11.48405	27.65878	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S194	491	SAMEA103892552	ERX1933834	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	26	18	2018-07-04	ERR1873309	ERS1581720	ERS1581720	SAMEA103892552 ERS1581720	2014/2015	Savannas	-	soil	Zimbabwe	-19.8833	29.45	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S196	491	SAMEA103892554	ERX1933835	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	62	41	2018-07-04	ERR1873310	ERS1581722	ERS1581722	SAMEA103892554 ERS1581722	2014/2015	Temperate_deciduous_forests	-	soil	USA	36.0361	-79.0711	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S197	491	SAMEA103892555	ERX1933836	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	72	46	2018-07-04	ERR1873311	ERS1581723	ERS1581723	SAMEA103892555 ERS1581723	2014/2015	Temperate_deciduous_forests	-	soil	USA	35.9794	-79.0928	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S199	492	SAMEA103892556	ERX1933837	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	2018-07-15	80	51	2018-07-04	ERR1873312	ERS1581724	ERS1581724	SAMEA103892556 ERS1581724	2014/2015	Moist_tropical_forests	-	soil	Thailand	18.5289	98.3916	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S203	491	SAMEA103892557	ERX1933838	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	25	16	2018-07-04	ERR1873313	ERS1581725	ERS1581725	SAMEA103892557 ERS1581725	2014/2015	Moist_tropical_forests	-	soil	Malaysia	5.40594	116.10272	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S204	491	SAMEA103892558	ERX1933839	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	98	63	2018-07-04	ERR1873314	ERS1581726	ERS1581726	SAMEA103892558 ERS1581726	2014/2015	Southern_temperate_forests	-	soil	Australia	-28.2104	153.19188	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S208	491	SAMEA103892559	ERX1933840	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	81	50	2018-07-04	ERR1873315	ERS1581727	ERS1581727	SAMEA103892559 ERS1581727	2014/2015	Temperate_deciduous_forests	-	soil	Estonia	58.15685	22.5004	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S020	489	SAMEA103892560	ERX1933777	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-20	77	50	2018-07-04	ERR1873252	ERS1581728	ERS1581728	SAMEA103892560 ERS1581728	2014/2015	Boreal_forests	-	soil	Russia	43.37804	132.9514	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S211	491	SAMEA103892561	ERX1933841	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	71	45	2018-07-04	ERR1873316	ERS1581729	ERS1581729	SAMEA103892561 ERS1581729	2014/2015	Temperate_coniferous_forests	-	soil	India	30.46288	78.16841	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S212	491	SAMEA103892562	ERX1933842	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	48	30	2018-07-04	ERR1873317	ERS1581730	ERS1581730	SAMEA103892562 ERS1581730	2014/2015	Temperate_deciduous_forests	-	soil	India	30.45015	78.14575	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S214	491	SAMEA103892563	ERX1933843	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	57	36	2018-07-04	ERR1873318	ERS1581731	ERS1581731	SAMEA103892563 ERS1581731	2014/2015	Dry_tropical_forests	-	soil	India	30.35214	77.92019	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S223	491	SAMEA103892566	ERX1933844	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	42	27	2018-07-04	ERR1873319	ERS1581734	ERS1581734	SAMEA103892566 ERS1581734	2014/2015	Savannas	-	soil	Botswana	-18.07174	25.4991	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S231	491	SAMEA103892567	ERX1933845	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	41	26	2018-07-04	ERR1873320	ERS1581735	ERS1581735	SAMEA103892567 ERS1581735	2014/2015	Moist_tropical_forests	-	soil	Indonesia	-0.05881	114.00517	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S234	492	SAMEA103892568	ERX1933846	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	29	18	2018-07-04	ERR1873321	ERS1581736	ERS1581736	SAMEA103892568 ERS1581736	2014/2015	Boreal_forests	-	soil	Finland	69.1691	26.9992	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S236	492	SAMEA103892570	ERX1933847	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	75	48	2018-07-04	ERR1873322	ERS1581738	ERS1581738	SAMEA103892570 ERS1581738	2014/2015	Boreal_forests	-	soil	Finland	66.174167	25.156667	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S238	492	SAMEA103892571	ERX1933848	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	48	31	2018-07-04	ERR1873323	ERS1581739	ERS1581739	SAMEA103892571 ERS1581739	2014/2015	Boreal_forests	-	soil	Finland	68.96782	20.94322	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S243	492	SAMEA103892573	ERX1933849	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	51	33	2018-07-04	ERR1873324	ERS1581741	ERS1581741	SAMEA103892573 ERS1581741	2014/2015	Boreal_forests	-	soil	Sweden	67.85596	19.47575	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S247	491	SAMEA103892574	ERX1933850	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	49	31	2018-07-04	ERR1873325	ERS1581742	ERS1581742	SAMEA103892574 ERS1581742	2014/2015	Temperate_coniferous_forests	-	soil	USA	37.74811	-119.55345	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S249	492	SAMEA103892576	ERX1933851	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	56	36	2018-07-04	ERR1873326	ERS1581744	ERS1581744	SAMEA103892576 ERS1581744	2014/2015	Temperate_coniferous_forests	-	soil	Estonia	57.87791	27.68945	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S251	491	SAMEA103892577	ERX1933852	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	40	25	2018-07-04	ERR1873327	ERS1581745	ERS1581745	SAMEA103892577 ERS1581745	2014/2015	Moist_tropical_forests	-	soil	France	4.553583	-52.209222	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S252	491	SAMEA103892578	ERX1933853	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	47	30	2018-07-04	ERR1873328	ERS1581746	ERS1581746	SAMEA103892578 ERS1581746	2014/2015	Moist_tropical_forests	-	soil	France	4.573	-52.190583	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S258	491	SAMEA103892579	ERX1933854	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	69	43	2018-07-04	ERR1873329	ERS1581747	ERS1581747	SAMEA103892579 ERS1581747	2014/2015	Southern_temperate_forests	-	soil	Argentina	-50.445767	-72.780067	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S260	491	SAMEA103892580	ERX1933855	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	80	51	2018-07-04	ERR1873330	ERS1581748	ERS1581748	SAMEA103892580 ERS1581748	2014/2015	Southern_temperate_forests	-	soil	Argentina	-49.376367	-72.881183	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S261	492	SAMEA103892581	ERX1933856	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	91	59	2018-07-04	ERR1873331	ERS1581749	ERS1581749	SAMEA103892581 ERS1581749	2014/2015	Southern_temperate_forests	-	soil	Argentina	-41.260033	-71.286967	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S262	492	SAMEA103892582	ERX1933857	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	51	33	2018-07-04	ERR1873332	ERS1581750	ERS1581750	SAMEA103892582 ERS1581750	2014/2015	Southern_temperate_forests	-	soil	Argentina	-54.814983	-68.480483	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S268	491	SAMEA103892584	ERX1933858	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	41	26	2018-07-04	ERR1873333	ERS1581752	ERS1581752	SAMEA103892584 ERS1581752	2014/2015	Mediterrean	-	soil	Morocco	33.52149	-5.00242	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S269	491	SAMEA103892585	ERX1933859	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	53	34	2018-07-04	ERR1873334	ERS1581753	ERS1581753	SAMEA103892585 ERS1581753	2014/2015	Mediterrean	-	soil	Morocco	33.39624	-5.19417	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S027	489	SAMEA103892586	ERX1933778	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	81	53	2018-07-04	ERR1873253	ERS1581754	ERS1581754	SAMEA103892586 ERS1581754	2014/2015	Temperate_deciduous_forests	-	soil	Russia	43.27805	133.15603	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S029	489	SAMEA103892587	ERX1933779	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-15	76	49	2018-07-04	ERR1873254	ERS1581755	ERS1581755	SAMEA103892587 ERS1581755	2014/2015	Temperate_deciduous_forests	-	soil	Russia	42.74177	130.68873	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S030	489	SAMEA103892588	ERX1933780	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-20	73	48	2018-07-04	ERR1873255	ERS1581756	ERS1581756	SAMEA103892588 ERS1581756	2014/2015	Temperate_deciduous_forests	-	soil	Russia	43.12807	131.41117	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S032	489	SAMEA103892590	ERX1933781	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-20	41	27	2018-07-04	ERR1873256	ERS1581758	ERS1581758	SAMEA103892590 ERS1581758	2014/2015	Temperate_deciduous_forests	-	soil	Russia	43.10035	131.55774	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S037	489	SAMEA103892592	ERX1933782	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	2018-07-20	70	46	2018-07-04	ERR1873257	ERS1581760	ERS1581760	SAMEA103892592 ERS1581760	2014/2015	Boreal_forests	-	soil	Japan	43.28847	142.60428	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S041	489	SAMEA103892593	ERX1938496	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	57	37	2018-07-04	ERR1877971	ERS1581761	ERS1581761	SAMEA103892593 ERS1581761	2014/2015	Temperate_coniferous_forests	-	soil	Taiwan	24.162593	121.285533	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S044	489	SAMEA103892595	ERX1933783	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	65	41	2018-07-04	ERR1873258	ERS1581763	ERS1581763	SAMEA103892595 ERS1581763	2014/2015	Temperate_deciduous_forests	-	soil	Iran	37.43	49.1	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
